id,tokens,ner_tags
2372,"['There' 'are' 'also' 'many' 'other' 'modifications' ',' 'fully'
 'described' 'in' 'our' 'private' 'report' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2373,"['In' 'addition' ',' 'we' 'did' 'not' 'see' 'traces' 'of' 'the' 'Smali'
 'injection' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10]
2374,"['In' 'this' 'case' 'we' 'found' 'traces' 'of' 'dx/dexmerge' 'compilers'
 ',' 'which' 'means' 'that' ',' 'this' 'time' ',' 'the' 'attackers' 'just'
 'imported' 'the' 'original' 'source' 'code' 'into' 'an' 'Android' 'IDE'
 '(' 'such' 'as' 'Android' 'Studio' ',' 'for' 'instance' ')' 'and'
 'compiled' 'it' 'with' 'their' 'own' 'modifications' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10  3 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10]"
2375,"['In' 'addition' 'to' 'adding' 'the' 'code' ',' 'the' 'attackers' 'also'
 'changed' 'the' 'icon' 'and' 'package' 'name' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2376,"['We' 'do' 'not' 'know' 'why' ',' 'but' 'we' 'suspect' 'that' 'it' 'was'
 'an' 'attempt' 'to' 'hide' 'the' 'origin' 'of' 'the' 'application' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2377,"['Conversations-based' 'app' 'mimics' 'Telegram' 'messenger' 'Even' 'when'
 'we' 'originally' 'thought' 'this' 'was' 'a' 'backdoored' 'version' 'of'
 'the' 'Conversations' 'app' ',' 'used' 'to' 'infect' 'victims' ',' 'we'
 'didn´t' 'discovered' 'anything' 'malicious' 'in' 'it' '.']","[10 10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10]"
2378,"['This' 'brought' 'to' 'us' 'the' 'hypothesis' 'that' 'this' 'might' 'be'
 'a' 'version' 'used' 'by' 'the' 'group' 'behind' 'ViceLeaker' 'for'
 'internal' 'communication' 'or' 'for' 'other' ',' 'unclear' 'purposes'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10
 10 10 10 10]"
2379,"['All' 'the' 'detections' 'of' 'this' 'backdoored' 'app' 'were'
 'geolocated' 'in' 'Iran' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
2380,"['Backdoored' 'Conversations' 'C2' 'server' 'analysis' 'During' 'the'
 'analysis' 'of' 'the' 'Smali' 'injected' 'apps' 'and' 'their' 'C2'
 'server' 'infrastructure' 'we' 'hadn' '’' 't' 'found' 'any' 'interesting'
 'clues' ',' 'but' 'things' 'changed' 'when' 'we' 'looked' 'at' 'the' 'C2'
 'server' 'of' 'the' 'linked' 'Conversations' 'messenger' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
2381,['It' 'uses' '“' '185.51.201' '[' '.'],[10 10 10  0  5  5]
2382,"[']' '133' '”' 'as' 'a' 'main' 'C2' 'address' ',' 'and' 'there' 'is'
 'only' 'one' 'domain' 'that' 'is' 'hosted' 'on' 'this' 'dedicated'
 'server' '–' 'iliageram' '[' '.']","[ 5  5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  0
  5  5]"
2383,[']' 'ir' '.'],[ 5  5 10]
2384,"['Note' 'that' 'we' 'later' 'found' 'versions' 'that' 'used' 'the'
 'domain' 'as' 'a' 'C2' 'directly' 'instead' 'of' 'the' 'IP' 'address' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2385,"['The' 'record' 'contains' 'a' 'personal' 'email' 'address' ':' 'WHOIS'
 'records' 'of' 'C2' 'server' 'exposing' 'the' 'attacker' '’' 's' 'email'
 'address' 'We' 'were' 'aware' 'of' 'the' 'possibility' 'that' 'the'
 'attackers' 'might' 'be' 'using' 'a' 'compromised' 'email' 'account' ','
 'so' 'we' 'dug' 'deeper' 'to' 'find' 'more' 'information' 'related' 'to'
 'this' 'email' 'address' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
2386,"['A' 'quick' 'search' 'produced' 'results' 'about' 'a' 'personal' 'page'
 'and' ',' 'what' 'is' 'more' 'interesting' ',' 'a' 'GitHub' 'account'
 'that' 'contains' 'a' 'forked' 'Conversation' 'repository' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10 10 10 10 10 10
 10 10]"
2387,"['Related' 'Github' 'account' 'contains' 'forked' 'Conversations'
 'repository' 'Summarizing' 'all' 'the' 'found' 'clues' ',' 'we' 'have'
 'the' 'following' 'attribution' 'flow' ':' 'Conclusion' 'The' 'operation'
 'of' 'ViceLeaker' 'is' 'still' 'ongoing' ',' 'as' 'is' 'our' 'research'
 '.']","[10  2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
  1 10 10 10 10 10 10 10 10 10]"
2388,"['The' 'attackers' 'have' 'taken' 'down' 'their' 'communication'
 'channels' 'and' 'are' 'probably' 'looking' 'for' 'ways' 'to' 'assemble'
 'their' 'tools' 'in' 'a' 'different' 'manner' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2389,"['Kaspersky' 'detects' 'and' 'blocks' 'samples' 'of' 'the' 'ViceLeaker'
 'operation' 'using' 'the' 'following' 'verdict' ':'
 'Trojan-Spy.AndroidOS.ViceLeaker' '.']",[ 2 10 10 10 10 10 10  1 10 10 10 10 10 10  0  5]
2390,"['*' 'Actually' ',' 'we' 'are' 'currently' 'investigating' 'whether'
 'this' 'group' 'might' 'also' 'be' 'behind' 'a' 'large-scale'
 'web-oriented' 'attack' 'at' 'the' 'end' 'of' '2018' 'using' 'code'
 'injection' 'and' 'exploiting' 'SQL' 'vulnerabilities' '.']","[ 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10  4  9 10]"
2391,"['Even' 'when' 'this' 'would' 'not' 'be' 'directly' 'related' 'to' 'the'
 'Android' 'malware' 'described' 'in' 'this' 'blogpost' ',' 'it' 'would'
 'be' 'an' 'indicator' 'of' 'wider' 'capabilities' 'and' 'objectives' 'of'
 'this' 'actor' '.']","[10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
2392,"['XLoader' 'Android' 'Spyware' 'and' 'Banking' 'Trojan' 'Distributed'
 'via' 'DNS' 'Spoofing' 'We' 'have' 'been' 'detecting' 'a' 'new' 'wave'
 'of' 'network' 'attacks' 'since' 'early' 'March' ',' 'which' ',' 'for'
 'now' ',' 'are' 'targeting' 'Japan' ',' 'Korea' ',' 'China' ',' 'Taiwan'
 ',' 'and' 'Hong' 'Kong' '.']","[ 1  3 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
2393,['Trend' 'Micro' 'detects' 'these' 'as' 'ANDROIDOS_XLOADER.HRX' '.'],[ 2  7 10 10 10  0 10]
2394,"['By' ':' 'Trend' 'Micro' 'April' '20' ',' '2018' 'We' 'have' 'been'
 'detecting' 'a' 'new' 'wave' 'of' 'network' 'attacks' 'since' 'early'
 'March' ',' 'which' ',' 'for' 'now' ',' 'are' 'targeting' 'Japan' ','
 'Korea' ',' 'China' ',' 'Taiwan' ',' 'and' 'Hong' 'Kong' '.']","[10 10  2  7 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
2395,"['The' 'attacks' 'use' 'Domain' 'Name' 'System' '(' 'DNS' ')' 'cache'
 'poisoning/DNS' 'spoofing' ',' 'possibly' 'through' 'infringement'
 'techniques' 'such' 'as' 'brute-force' 'or' 'dictionary' 'attacks' ','
 'to' 'distribute' 'and' 'install' 'malicious' 'Android' 'apps' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10  3 10 10]"
2396,['Trend' 'Micro' 'detects' 'these' 'as' 'ANDROIDOS_XLOADER.HRX' '.'],[ 2  7 10 10 10  0 10]
2397,"['These' 'malware' 'pose' 'as' 'legitimate' 'Facebook' 'or' 'Chrome'
 'applications' '.']",[10 10 10 10 10  3 10  3 10 10]
2398,"['They' 'are' 'distributed' 'from' 'polluted' 'DNS' 'domains' 'that'
 'send' 'a' 'notification' 'to' 'an' 'unknowing' 'victim' '’' 's' 'device'
 '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2399,"['The' 'malicious' 'apps' 'can' 'steal' 'personally' 'identifiable' 'and'
 'financial' 'data' 'and' 'install' 'additional' 'apps' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2400,"['XLoader' 'can' 'also' 'hijack' 'the' 'infected' 'device' '(' 'i.e.' ','
 'send' 'SMSs' ')' 'and' 'sports' 'self-protection/persistence'
 'mechanisms' 'through' 'device' 'administrator' 'privileges' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2401,"['Infection' 'Chain' 'As' 'with' 'our' 'earlier' 'reports' 'in' 'late'
 'March' ',' 'the' 'attack' 'chain' 'involves' 'diverting' 'internet'
 'traffic' 'to' 'attacker-specified' 'domains' 'by' 'compromising' 'and'
 'overwriting' 'the' 'router' '’' 's' 'DNS' 'settings' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
2402,"['A' 'fake' 'alert' 'will' 'notify' 'and' 'urge' 'the' 'user' 'to'
 'access' 'the' 'malicious' 'domain' 'and' 'download' 'XLoader' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10]
2403,"['Technical' 'Analysis' 'XLoader' 'first' 'loads' 'the' 'encrypted'
 'payload' 'from' 'Assets/db' 'as' 'test.dex' 'to' 'drop' 'the'
 'necessary' 'modules' 'then' 'requests' 'for' 'device' 'administrator'
 'privileges' '.']",[10 10  1 10 10 10 10 10 10  0 10  0 10 10 10 10 10 10 10 10 10 10 10 10]
2404,"['Once' 'granted' 'permission' ',' 'it' 'hides' 'its' 'icon' 'from' 'the'
 'launcher' 'application' 'list' 'then' 'starts' 'a' 'service' 'that' 'it'
 'keeps' 'running' 'in' 'the' 'background' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
2405,"['The' 'background' 'service' 'uses' 'the' 'reflection' 'technique' '('
 'a' 'feature' 'that' 'allows' 'the' 'inspection' 'and' 'modification'
 'of' 'Java-based' 'programs' '’' 'internal' 'properties' ')' 'to'
 'invoke' 'the' 'method' 'com.Loader.start' 'in' 'the' 'payload' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10  0 10 10 10 10]"
2406,"['Monitoring' 'Broadcast' 'Events' 'XLoader' 'registers' 'many'
 'broadcast' 'receivers' 'in' 'the' 'payload' 'dynamically' '(' 'to'
 'monitor' 'broadcast' 'events' 'sent' 'between' 'system' 'and'
 'applications' ')' '.']",[10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2407,"['Registering' 'broadcast' 'receivers' 'enable' 'XLoader' 'to' 'trigger'
 'its' 'malicious' 'routines' '.']",[10 10 10 10  1 10 10 10 10 10 10]
2408,"['Here' 'is' 'a' 'list' 'of' 'broadcast' 'actions' ':'
 'android.provider.Telephony.SMS_RECEIVED'
 'android.net.conn.CONNECTIVITY_CHANGE'
 'android.intent.action.BATTERY_CHANGED'
 'android.intent.action.USER_PRESENT' 'android.intent.action.PHONE_STATE'
 'android.net.wifi.SCAN_RESULTS' 'android.intent.action.PACKAGE_ADDED'
 'android.intent.action.PACKAGE_REMOVED'
 'android.intent.action.SCREEN_OFF' 'android.intent.action.SCREEN_ON'
 'android.media.RINGER_MODE_CHANGED' 'android.sms.msg.action.SMS_SEND'
 'android.sms.msg.action.SMS_DELIVERED' 'Creating' 'a' 'Web' 'Server' 'to'
 'Phish' 'XLoader' 'creates' 'a' 'provisional' 'web' 'server' 'to'
 'receive' 'the' 'broadcast' 'events' '.']","[10 10 10 10 10 10 10 10  0  0  0  0  0  0  0  0  0  0  0  0  0 10 10 10
 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10]"
2409,"['It' 'can' 'also' 'create' 'a' 'simple' 'HTTP' 'server' 'on' 'the'
 'infected' 'device' 'to' 'deceive' 'victims' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2410,"['It' 'shows' 'a' 'web' 'phishing' 'page' 'whenever' 'the' 'affected'
 'device' 'receives' 'a' 'broadcast' 'event' '(' 'i.e.' ',' 'if' 'a' 'new'
 'package' 'is' 'installed' 'or' 'if' 'the' 'device' '’' 's' 'screen' 'is'
 'on' ')' 'to' 'steal' 'personal' 'data' ',' 'such' 'as' 'those' 'keyed'
 'in' 'for' 'banking' 'apps' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
2411,"['The' 'phishing' 'page' 'is' 'translated' 'in' 'Korean' ',' 'Japanese'
 ',' 'Chinese' ',' 'and' 'English' ',' 'which' 'are' 'hardcoded' 'in'
 'the' 'payload' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2412,"['It' 'will' 'appear' 'differently' 'to' 'users' 'depending' 'on' 'the'
 'language' 'set' 'on' 'the' 'device' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2413,"['XLoader' 'as' 'Spyware' 'and' 'Banking' 'Trojan' 'XLoader' 'can' 'also'
 'collect' 'information' 'related' 'to' 'usage' 'of' 'apps' 'installed'
 'in' 'the' 'device' '.']",[ 1 10 10 10 10 10  0 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2414,"['Its' 'data-stealing' 'capabilities' 'include' 'collecting' 'SMSs'
 'after' 'receiving' 'an' 'SMS-related' 'broadcast' 'event' 'and'
 'covertly' 'recording' 'phone' 'calls' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2415,"['XLoader' 'can' 'also' 'hijack' 'accounts' 'linked' 'to' 'financial' 'or'
 'game-related' 'apps' 'installed' 'on' 'the' 'affected' 'device' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2416,"['XLoader' 'can' 'also' 'start' 'other' 'attacker-specified' 'packages'
 '.']",[ 1 10 10 10 10 10 10 10]
2417,"['A' 'possible' 'attack' 'scenario' 'involves' 'replacing' 'legitimate'
 'apps' 'with' 'repackaged' 'or' 'malicious' 'versions' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2418,"['By' 'monitoring' 'the' 'package' 'installation' 'broadcast' 'event' ','
 'XLoader' 'can' 'start' 'their' 'packages' '.']",[10 10 10 10 10 10 10 10  1 10 10 10 10 10]
2419,"['This' 'enables' 'it' 'to' 'launch' 'malicious' 'apps' 'without' 'the'
 'user' '’' 's' 'awareness' 'and' 'explicit' 'consent' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2420,"['We' 'reverse' 'engineered' 'XLoader' 'and' 'found' 'that' 'it' 'appears'
 'to' 'target' 'South' 'Korea-based' 'banks' 'and' 'game' 'development'
 'companies' '.']",[10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2421,"['XLoader' 'also' 'prevents' 'victims' 'from' 'accessing' 'the' 'device'
 '’' 's' 'settings' 'or' 'using' 'a' 'known' 'antivirus' '(' 'AV' ')'
 'app' 'in' 'the' 'country' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2422,"['XLoader' 'can' 'also' 'load' 'multiple' 'malicious' 'modules' 'to'
 'receive' 'and' 'execute' 'commands' 'from' 'its' 'remote'
 'command-and-control' '(' 'C' '&' 'C' ')' 'server' ',' 'as' 'shown'
 'below' ':' 'Here' '’' 's' 'a' 'list' 'of' 'the' 'modules' 'and' 'their'
 'functions' ':' 'sendSms' '—' 'send' 'SMS/MMS' 'to' 'a' 'specified'
 'address' 'setWifi' '—' 'enable' 'or' 'disable' 'Wi-Fi' 'connection'
 'gcont' '—' 'collect' 'all' 'the' 'device' '’' 's' 'contacts' 'lock' '—'
 'currently' 'just' 'an' 'input' 'lock' 'status' 'in' 'the' 'settings' '('
 'pref' ')' 'file' ',' 'but' 'may' 'be' 'used' 'as' 'a' 'screenlocking'
 'ransomware' 'bc' '—' 'collect' 'all' 'contacts' 'from' 'the' 'Android'
 'device' 'and' 'SIM' 'card' 'setForward' '—' 'currently' 'not'
 'implemented' ',' 'but' 'can' 'be' 'used' 'to' 'hijack' 'the' 'infected'
 'device' 'getForward' '—' 'currently' 'not' 'implemented' ',' 'but' 'can'
 'be' 'used' 'to' 'hijack' 'the' 'infected' 'device' 'hasPkg' '—' 'check'
 'the' 'device' 'whether' 'a' 'specified' 'app' 'is' 'installed' 'or'
 'not' 'setRingerMode' '—' 'set' 'the' 'device' '’' 's' 'ringer' 'mode'
 'setRecEnable' '—' 'set' 'the' 'device' '’' 's' 'ringer' 'mode' 'as'
 'silent' 'reqState' '—' 'get' 'a' 'detailed' 'phone' 'connection'
 'status' ',' 'which' 'includes' 'activated' 'network' 'and' 'Wi-Fi' '('
 'with' 'or' 'without' 'password' ')' 'showHome' '—' 'force' 'the'
 'device' '’' 's' 'back' 'to' 'the' 'home' 'screen' 'getnpki' ':' 'get'
 'files/content' 'from' 'the' 'folder' 'named' 'NPKI' '(' 'contains'
 'certificates' 'related' 'to' 'financial' 'transactions' ')' 'http' '—'
 'access' 'a' 'specified' 'network' 'using' 'HttpURLConnection'
 'onRecordAction' '—' 'simulate' 'a' 'number-dialed' 'tone' 'call' '—'
 'call' 'a' 'specified' 'number' 'get_apps' '—' 'get' 'all' 'the' 'apps'
 'installed' 'on' 'the' 'device' 'show_fs_float_window' '—' 'show' 'a'
 'full-screen' 'window' 'for' 'phishing' 'Of' 'note' 'is' 'XLoader' '’'
 's' 'abuse' 'of' 'the' 'WebSocket' 'protocol' '(' 'supported' 'in' 'many'
 'browsers' 'and' 'web' 'applications' ')' 'via' 'ws' '(' 'WebSockets' ')'
 'or' 'wss' '(' 'WebSockets' 'over' 'SSL/TLS' ')' 'to' 'communicate'
 'with' 'its' 'C' '&' 'C' 'servers' '.']","[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
2423,"['The' 'URLs' '—' 'abused' 'as' 'part' 'of' 'XLoader' '’' 's' 'C' '&' 'C'
 '—' 'are' 'hidden' 'in' 'three' 'webpages' ',' 'and' 'the' 'C' '&' 'C'
 'server' 'that' 'XLoader' 'connects' 'to' 'differ' 'per' 'region' '.']","[10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10  1 10 10 10 10 10 10]"
2424,"['The' 'abuse' 'of' 'the' 'WebSocket' 'protocol' 'provides' 'XLoader'
 'with' 'a' 'persistent' 'connection' 'between' 'clients' 'and' 'servers'
 'where' 'data' 'can' 'be' 'transported' 'any' 'time' '.']",[10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2425,"['XLoader' 'abuses' 'the' 'MessagePack' '(' 'a' 'data' 'interchange'
 'format' ')' 'to' 'package' 'the' 'stolen' 'data' 'and' 'exfiltrate' 'it'
 'via' 'the' 'WebSocket' 'protocol' 'for' 'faster' 'and' 'more'
 'efficient' 'transmission' '.']","[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
2426,"['Mitigations' 'XLoader' 'will' 'not' 'download' 'malicious' 'apps' 'if'
 'the' 'Android' 'device' 'uses' 'a' 'mobile' 'data' 'connection' '.']",[10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2427,"['Nevertheless' ',' 'users' 'should' 'practice' 'proper' 'security'
 'hygiene' 'to' 'mitigate' 'threats' 'that' 'may' 'take' 'advantage' 'of'
 'a' 'home' 'or' 'business' 'router' '’' 's' 'security' 'gaps' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
2428,"['Employ' 'stronger' 'credentials' ',' 'for' 'instance' ',' 'to' 'make'
 'them' 'less' 'susceptible' 'to' 'unauthorized' 'access' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2429,"['Regularly' 'update' 'and' 'patch' 'the' 'router' '’' 's' 'software'
 'and' 'firmware' 'to' 'prevent' 'exploits' ',' 'and' 'enable' 'its'
 'built-in' 'firewall' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2430,"['For' 'system' 'administrators' 'and' 'information' 'security'
 'professionals' ',' 'configuring' 'the' 'router' 'to' 'be' 'more'
 'resistant' 'to' 'attacks' 'like' 'DNS' 'cache' 'poisoning' 'can' 'help'
 'mitigate' 'similar' 'threats' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
2431,"['Everyday' 'users' 'can' 'do' 'the' 'same' 'by' 'checking' 'the' 'router'
 '’' 's' 'DNS' 'settings' 'if' 'they' '’' 've' 'been' 'modified' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2432,"['Even' 'threats' 'like' 'DNS' 'cache' 'poisoning' 'employ' 'social'
 'engineering' ',' 'so' 'users' 'should' 'also' 'be' 'more' 'prudent'
 'against' 'suspicious' 'or' 'unknown' 'messages' 'that' 'have' 'telltale'
 'signs' 'of' 'malware' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
2433,"['We' 'have' 'worked' 'with' 'Google' 'and' 'they' 'ensure' 'that'
 'Google' 'Play' 'Protect' 'proactively' 'catches' 'apps' 'of' 'this'
 'nature' '.']",[10 10 10 10  2 10 10 10 10  3  8  8 10 10 10 10 10 10 10]
2434,"['No' 'instances' 'of' 'these' 'apps' 'were' 'found' 'in' 'Google' 'Play'
 '.']",[10 10 10 10 10 10 10 10  3  8 10]
2435,"['September' '08' ',' '2020' 'TikTok' 'Spyware' 'A' 'detailed' 'analysis'
 'of' 'spyware' 'masquerading' 'as' 'TikTok' 'A' 'recent' 'threat' 'to'
 'ban' 'TikTok' 'in' 'the' 'United' 'States' 'has' 'taken' 'the'
 'internet' 'by' 'storm' 'and' 'received' 'mixed' 'reactions' 'from'
 'social' 'media' 'and' 'internet' 'users' '.']","[10 10 10 10  3 10 10 10 10 10 10 10 10  3 10 10 10 10 10  3 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
2436,"['U.S.' 'President' 'Donald' 'Trump' 'has' 'ordered' 'ByteDance' ',' 'the'
 'parent' 'company' 'of' 'TikTok' ',' 'to' 'sell' 'its' 'U.S.' 'TikTok'
 'assets' 'and' 'also' 'issued' 'executive' 'orders' 'that' 'would' 'ban'
 'the' 'social' 'media' 'apps' 'TikTok' 'and' 'WeChat' 'from' 'operating'
 'in' 'the' 'U.S.' 'if' 'the' 'sale' 'doesn' '’' 't' 'happen' 'in' 'the'
 'next' 'few' 'weeks' '.']","[10 10 10 10 10 10  2 10 10 10 10 10  3 10 10 10 10 10  3 10 10 10 10 10
 10 10 10 10 10 10 10 10  3 10  3 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
2437,"['On' 'the' 'other' 'side' ',' 'ByteDance' 'has' 'filed' 'a' 'lawsuit'
 'suing' 'the' 'Trump' 'administration' '.']",[10 10 10 10 10  2 10 10 10 10 10 10 10 10 10]
2438,"['When' 'popular' 'applications' 'come' 'under' 'fire' 'and' 'are'
 'featured' 'prominently' 'in' 'the' 'news' ',' 'hackers' 'get' 'excited'
 'as' 'these' 'newsworthy' 'apps' 'can' 'become' 'their' 'latest' 'target'
 '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
2439,['And' 'TikTok' 'is' 'no' 'exception' '.'],[10  3 10 10 10 10]
2440,"['Generally' ',' 'after' 'an' 'application' 'gets' 'banned' 'from' 'an'
 'official' 'app' 'store' ',' 'such' 'as' 'Google' 'Play' ',' 'users'
 'try' 'to' 'find' 'alternative' 'ways' 'to' 'download' 'the' 'app' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10
 10 10 10 10 10]"
2441,"['In' 'doing' 'so' ',' 'users' 'can' 'become' 'victims' 'to' 'malicious'
 'apps' 'portraying' 'themselves' 'as' 'the' 'original' 'app' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
2442,"['Recently' 'there' 'was' 'a' 'huge' 'wave' 'of' 'SMS' 'messages' ',' 'as'
 'well' 'as' 'Whatsapp' 'messages' ',' 'making' 'the' 'rounds' 'asking'
 'users' 'to' 'download' 'the' 'latest' 'version' 'of' 'TikTok' 'at'
 'hxxp' ':' '//tiny' '[' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10 10 10
 10 10 10  3 10  0  5  5  5  5]"
2443,[']' 'cc/TiktokPro' '.'],[ 5  5 10]
2444,"['In' 'reality' ',' 'this' 'downloaded' 'app' 'is' 'a' 'fake' 'app' 'that'
 'asks' 'for' 'credentials' 'and' 'Android' 'permissions' '(' 'including'
 'camera' 'and' 'phone' 'permissions' ')' ',' 'resulting' 'in' 'the'
 'user' 'being' 'bombarded' 'with' 'advertisements' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10]"
